2020-03-03 16:26:52,088 Time, PID, Interaction Style, Mode, Event-type, ID, Alive?, Center
2020-03-03 16:32:11,559 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:15,997 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:16,030 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,064 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,096 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,096 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,130 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,163 P4, SM, Highlight, Movement, 0, True, (1343, 616)
2020-03-03 16:32:16,196 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:16,993 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:17,026 P4, SM, Highlight, Movement, 0, True, (1584, 358)
2020-03-03 16:32:17,061 P4, SM, Highlight, Movement, 0, True, (1583, 357)
2020-03-03 16:32:17,094 P4, SM, Highlight, Movement, 0, True, (1583, 357)
2020-03-03 16:32:17,127 P4, SM, Highlight, Movement, 0, True, (1583, 357)
2020-03-03 16:32:17,160 P4, SM, Highlight, Movement, 0, True, (1583, 357)
2020-03-03 16:32:17,193 P4, SM, Highlight, Movement, 0, True, (1581, 357)
2020-03-03 16:32:17,226 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:18,519 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:18,552 P4, SM, Highlight, Movement, 0, True, (1833, 122)
2020-03-03 16:32:18,586 P4, SM, Highlight, Movement, 0, True, (1840, 118)
2020-03-03 16:32:18,618 P4, SM, Highlight, Movement, 0, True, (1844, 116)
2020-03-03 16:32:18,652 P4, SM, Highlight, Movement, 0, True, (1844, 116)
2020-03-03 16:32:18,684 P4, SM, Highlight, Movement, 0, True, (1844, 116)
2020-03-03 16:32:18,718 P4, SM, Highlight, Movement, 0, True, (1844, 116)
2020-03-03 16:32:18,751 P4, SM, Highlight, Movement, 0, True, (1843, 120)
2020-03-03 16:32:18,784 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:20,865 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:20,898 P4, SM, Highlight, Movement, 0, True, (1073, 114)
2020-03-03 16:32:20,964 P4, SM, Highlight, Movement, 0, True, (1082, 109)
2020-03-03 16:32:20,965 P4, SM, Highlight, Movement, 0, True, (1082, 108)
2020-03-03 16:32:20,997 P4, SM, Highlight, Movement, 0, True, (1084, 105)
2020-03-03 16:32:21,029 P4, SM, Highlight, Movement, 0, True, (1084, 105)
2020-03-03 16:32:21,064 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:23,929 P4, SM, Highlight, Switch, 0, False, (-500, -500)
2020-03-03 16:32:23,940 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:24,708 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:24,708 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:25,383 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:25,384 P4, SM, Group, Switch, 0, False, (-500, -500)
2020-03-03 16:32:26,751 P4, SM, Group, Movement, 0, True, (-500, -500)
2020-03-03 16:32:26,784 P4, SM, Group, Movement, 0, True, (586, 870)
2020-03-03 16:32:26,818 P4, SM, Group, Movement, 0, True, (582, 870)
2020-03-03 16:32:26,851 P4, SM, Group, Movement, 0, True, (579, 866)
2020-03-03 16:32:26,885 P4, SM, Group, Movement, 0, True, (576, 860)
2020-03-03 16:32:26,931 P4, SM, Group, Movement, 0, True, (572, 854)
2020-03-03 16:32:26,964 P4, SM, Group, Movement, 0, True, (570, 850)
2020-03-03 16:32:26,964 P4, SM, Group, Movement, 0, True, (566, 842)
2020-03-03 16:32:26,997 P4, SM, Group, Movement, 0, True, (560, 834)
2020-03-03 16:32:27,029 P4, SM, Group, Movement, 0, True, (556, 826)
2020-03-03 16:32:27,069 P4, SM, Group, Movement, 0, True, (552, 816)
2020-03-03 16:32:27,103 P4, SM, Group, Movement, 0, True, (548, 813)
2020-03-03 16:32:27,136 P4, SM, Group, Movement, 0, True, (544, 805)
2020-03-03 16:32:27,169 P4, SM, Group, Movement, 0, True, (540, 797)
2020-03-03 16:32:27,169 P4, SM, Group, Movement, 0, True, (536, 792)
2020-03-03 16:32:27,202 P4, SM, Group, Movement, 0, True, (532, 784)
2020-03-03 16:32:27,234 P4, SM, Group, Movement, 0, True, (528, 779)
2020-03-03 16:32:27,267 P4, SM, Group, Movement, 0, True, (523, 773)
2020-03-03 16:32:27,301 P4, SM, Group, Movement, 0, True, (522, 763)
2020-03-03 16:32:27,334 P4, SM, Group, Movement, 0, True, (516, 754)
2020-03-03 16:32:27,367 P4, SM, Group, Movement, 0, True, (512, 740)
2020-03-03 16:32:27,400 P4, SM, Group, Movement, 0, True, (508, 725)
2020-03-03 16:32:27,433 P4, SM, Group, Movement, 0, True, (504, 714)
2020-03-03 16:32:27,466 P4, SM, Group, Movement, 0, True, (500, 705)
2020-03-03 16:32:27,499 P4, SM, Group, Movement, 0, True, (492, 697)
2020-03-03 16:32:27,532 P4, SM, Group, Movement, 0, True, (492, 697)
2020-03-03 16:32:27,577 P4, SM, Group, Movement, 0, True, (481, 691)
2020-03-03 16:32:27,610 P4, SM, Group, Movement, 0, True, (476, 685)
2020-03-03 16:32:27,610 P4, SM, Group, Movement, 0, True, (467, 675)
2020-03-03 16:32:27,643 P4, SM, Group, Movement, 0, True, (461, 663)
2020-03-03 16:32:27,676 P4, SM, Group, Movement, 0, True, (452, 653)
2020-03-03 16:32:27,710 P4, SM, Group, Movement, 0, True, (442, 643)
2020-03-03 16:32:27,743 P4, SM, Group, Movement, 0, True, (442, 638)
2020-03-03 16:32:27,776 P4, SM, Group, Movement, 0, True, (432, 630)
2020-03-03 16:32:27,776 P4, SM, Group, Movement, 0, True, (424, 622)
2020-03-03 16:32:27,808 P4, SM, Group, Movement, 0, True, (421, 617)
2020-03-03 16:32:27,842 P4, SM, Group, Movement, 0, True, (409, 613)
2020-03-03 16:32:27,875 P4, SM, Group, Movement, 0, True, (404, 608)
2020-03-03 16:32:27,907 P4, SM, Group, Movement, 0, True, (394, 605)
2020-03-03 16:32:27,941 P4, SM, Group, Movement, 0, True, (389, 598)
2020-03-03 16:32:27,974 P4, SM, Group, Movement, 0, True, (388, 600)
2020-03-03 16:32:28,007 P4, SM, Group, Movement, 0, True, (384, 596)
2020-03-03 16:32:28,040 P4, SM, Group, Movement, 0, True, (380, 590)
2020-03-03 16:32:28,074 P4, SM, Group, Movement, 0, True, (376, 584)
2020-03-03 16:32:28,107 P4, SM, Group, Movement, 0, True, (377, 577)
2020-03-03 16:32:28,140 P4, SM, Group, Movement, 0, True, (374, 566)
2020-03-03 16:32:28,173 P4, SM, Group, Movement, 0, True, (379, 548)
2020-03-03 16:32:28,206 P4, SM, Group, Death, 0, False, (-500, -500)
2020-03-03 16:32:28,505 P4, SM, Group, Movement, 0, True, (-500, -500)
2020-03-03 16:32:28,538 P4, SM, Group, Movement, 0, True, (566, 365)
2020-03-03 16:32:28,538 P4, SM, Group, Movement, 0, True, (582, 358)
2020-03-03 16:32:28,571 P4, SM, Group, Movement, 0, True, (602, 357)
2020-03-03 16:32:28,604 P4, SM, Group, Movement, 0, True, (621, 349)
2020-03-03 16:32:28,638 P4, SM, Group, Movement, 0, True, (630, 348)
2020-03-03 16:32:28,671 P4, SM, Group, Movement, 0, True, (646, 349)
2020-03-03 16:32:28,704 P4, SM, Group, Movement, 0, True, (665, 342)
2020-03-03 16:32:28,737 P4, SM, Group, Movement, 0, True, (680, 340)
2020-03-03 16:32:28,770 P4, SM, Group, Movement, 0, True, (686, 342)
2020-03-03 16:32:28,804 P4, SM, Group, Movement, 0, True, (701, 341)
2020-03-03 16:32:28,837 P4, SM, Group, Movement, 0, True, (714, 341)
2020-03-03 16:32:28,869 P4, SM, Group, Movement, 0, True, (729, 342)
2020-03-03 16:32:28,903 P4, SM, Group, Movement, 0, True, (743, 337)
2020-03-03 16:32:28,903 P4, SM, Group, Movement, 0, True, (760, 338)
2020-03-03 16:32:28,936 P4, SM, Group, Movement, 0, True, (779, 333)
2020-03-03 16:32:28,969 P4, SM, Group, Movement, 0, True, (797, 329)
2020-03-03 16:32:29,001 P4, SM, Group, Movement, 0, True, (809, 329)
2020-03-03 16:32:29,035 P4, SM, Group, Movement, 0, True, (829, 328)
2020-03-03 16:32:29,069 P4, SM, Group, Movement, 0, True, (841, 327)
2020-03-03 16:32:29,102 P4, SM, Group, Movement, 0, True, (857, 326)
2020-03-03 16:32:29,102 P4, SM, Group, Movement, 0, True, (866, 328)
2020-03-03 16:32:29,135 P4, SM, Group, Movement, 0, True, (880, 328)
2020-03-03 16:32:29,167 P4, SM, Group, Movement, 0, True, (884, 328)
2020-03-03 16:32:29,201 P4, SM, Group, Movement, 0, True, (895, 328)
2020-03-03 16:32:29,233 P4, SM, Group, Movement, 0, True, (906, 330)
2020-03-03 16:32:29,267 P4, SM, Group, Movement, 0, True, (912, 330)
2020-03-03 16:32:29,300 P4, SM, Group, Movement, 0, True, (918, 330)
2020-03-03 16:32:29,333 P4, SM, Group, Movement, 0, True, (922, 330)
2020-03-03 16:32:29,367 P4, SM, Group, Movement, 0, True, (926, 330)
2020-03-03 16:32:29,367 P4, SM, Group, Movement, 0, True, (930, 333)
2020-03-03 16:32:29,400 P4, SM, Group, Movement, 0, True, (930, 334)
2020-03-03 16:32:29,432 P4, SM, Group, Movement, 0, True, (932, 336)
2020-03-03 16:32:29,467 P4, SM, Group, Movement, 0, True, (932, 340)
2020-03-03 16:32:29,500 P4, SM, Group, Movement, 0, True, (932, 346)
2020-03-03 16:32:29,533 P4, SM, Group, Movement, 0, True, (932, 348)
2020-03-03 16:32:29,566 P4, SM, Group, Movement, 0, True, (931, 351)
2020-03-03 16:32:29,600 P4, SM, Group, Movement, 0, True, (929, 354)
2020-03-03 16:32:29,634 P4, SM, Group, Movement, 0, True, (929, 357)
2020-03-03 16:32:29,671 P4, SM, Group, Movement, 0, True, (928, 362)
2020-03-03 16:32:29,705 P4, SM, Group, Movement, 0, True, (928, 362)
2020-03-03 16:32:29,739 P4, SM, Group, Movement, 0, True, (927, 365)
2020-03-03 16:32:29,773 P4, SM, Group, Movement, 0, True, (928, 370)
2020-03-03 16:32:29,809 P4, SM, Group, Movement, 0, True, (927, 371)
2020-03-03 16:32:29,809 P4, SM, Group, Movement, 0, True, (927, 377)
2020-03-03 16:32:29,842 P4, SM, Group, Movement, 0, True, (924, 381)
2020-03-03 16:32:29,875 P4, SM, Group, Movement, 0, True, (924, 388)
2020-03-03 16:32:29,908 P4, SM, Group, Movement, 0, True, (922, 392)
2020-03-03 16:32:29,941 P4, SM, Group, Movement, 0, True, (924, 394)
2020-03-03 16:32:29,974 P4, SM, Group, Movement, 0, True, (921, 396)
2020-03-03 16:32:30,007 P4, SM, Group, Movement, 0, True, (923, 399)
2020-03-03 16:32:30,041 P4, SM, Group, Movement, 0, True, (920, 406)
2020-03-03 16:32:30,075 P4, SM, Group, Movement, 0, True, (922, 411)
2020-03-03 16:32:30,109 P4, SM, Group, Movement, 0, True, (918, 416)
2020-03-03 16:32:30,142 P4, SM, Group, Movement, 0, True, (918, 422)
2020-03-03 16:32:30,185 P4, SM, Group, Movement, 0, True, (917, 425)
2020-03-03 16:32:30,218 P4, SM, Group, Movement, 0, True, (918, 431)
2020-03-03 16:32:30,219 P4, SM, Group, Movement, 0, True, (914, 434)
2020-03-03 16:32:30,251 P4, SM, Group, Movement, 0, True, (914, 438)
2020-03-03 16:32:30,283 P4, SM, Group, Movement, 0, True, (914, 442)
2020-03-03 16:32:30,317 P4, SM, Group, Movement, 0, True, (912, 448)
2020-03-03 16:32:30,350 P4, SM, Group, Movement, 0, True, (912, 450)
2020-03-03 16:32:30,383 P4, SM, Group, Movement, 0, True, (911, 451)
2020-03-03 16:32:30,415 P4, SM, Group, Movement, 0, True, (908, 462)
2020-03-03 16:32:30,448 P4, SM, Group, Movement, 0, True, (906, 469)
2020-03-03 16:32:30,449 P4, SM, Group, Movement, 0, True, (902, 476)
2020-03-03 16:32:30,482 P4, SM, Group, Movement, 0, True, (900, 482)
2020-03-03 16:32:30,515 P4, SM, Group, Movement, 0, True, (900, 491)
2020-03-03 16:32:30,548 P4, SM, Group, Movement, 0, True, (896, 500)
2020-03-03 16:32:30,581 P4, SM, Group, Movement, 0, True, (896, 504)
2020-03-03 16:32:30,614 P4, SM, Group, Movement, 0, True, (895, 510)
2020-03-03 16:32:30,647 P4, SM, Group, Movement, 0, True, (896, 516)
2020-03-03 16:32:30,681 P4, SM, Group, Movement, 0, True, (898, 524)
2020-03-03 16:32:30,714 P4, SM, Group, Movement, 0, True, (898, 530)
2020-03-03 16:32:30,747 P4, SM, Group, Movement, 0, True, (898, 536)
2020-03-03 16:32:30,780 P4, SM, Group, Movement, 0, True, (900, 539)
2020-03-03 16:32:30,813 P4, SM, Group, Movement, 0, True, (899, 544)
2020-03-03 16:32:30,847 P4, SM, Group, Movement, 0, True, (904, 556)
2020-03-03 16:32:30,880 P4, SM, Group, Movement, 0, True, (903, 560)
2020-03-03 16:32:30,880 P4, SM, Group, Movement, 0, True, (908, 568)
2020-03-03 16:32:30,913 P4, SM, Group, Movement, 0, True, (909, 569)
2020-03-03 16:32:30,946 P4, SM, Group, Movement, 0, True, (914, 577)
2020-03-03 16:32:30,979 P4, SM, Group, Movement, 0, True, (914, 584)
2020-03-03 16:32:31,011 P4, SM, Group, Movement, 0, True, (917, 585)
2020-03-03 16:32:31,045 P4, SM, Group, Movement, 0, True, (920, 593)
2020-03-03 16:32:31,078 P4, SM, Group, Movement, 0, True, (924, 600)
2020-03-03 16:32:31,111 P4, SM, Group, Movement, 0, True, (930, 610)
2020-03-03 16:32:31,146 P4, SM, Group, Movement, 0, True, (937, 617)
2020-03-03 16:32:31,179 P4, SM, Group, Movement, 0, True, (943, 627)
2020-03-03 16:32:31,213 P4, SM, Group, Movement, 0, True, (947, 636)
2020-03-03 16:32:31,246 P4, SM, Group, Movement, 0, True, (952, 642)
2020-03-03 16:32:31,247 P4, SM, Group, Movement, 0, True, (962, 653)
2020-03-03 16:32:31,280 P4, SM, Group, Movement, 0, True, (963, 660)
2020-03-03 16:32:31,313 P4, SM, Group, Movement, 0, True, (972, 675)
2020-03-03 16:32:31,346 P4, SM, Group, Movement, 0, True, (978, 688)
2020-03-03 16:32:31,379 P4, SM, Group, Movement, 0, True, (988, 701)
2020-03-03 16:32:31,412 P4, SM, Group, Movement, 0, True, (996, 715)
2020-03-03 16:32:31,445 P4, SM, Group, Movement, 0, True, (1002, 723)
2020-03-03 16:32:31,478 P4, SM, Group, Movement, 0, True, (1010, 737)
2020-03-03 16:32:31,512 P4, SM, Group, Movement, 0, True, (1021, 755)
2020-03-03 16:32:31,547 P4, SM, Group, Movement, 0, True, (1027, 774)
2020-03-03 16:32:31,580 P4, SM, Group, Movement, 0, True, (1037, 792)
2020-03-03 16:32:31,612 P4, SM, Group, Movement, 0, True, (1046, 812)
2020-03-03 16:32:31,613 P4, SM, Group, Movement, 0, True, (1046, 820)
2020-03-03 16:32:31,646 P4, SM, Group, Movement, 0, True, (1053, 832)
2020-03-03 16:32:31,679 P4, SM, Group, Movement, 0, True, (1058, 850)
2020-03-03 16:32:31,712 P4, SM, Group, Movement, 0, True, (1064, 860)
2020-03-03 16:32:31,744 P4, SM, Group, Movement, 0, True, (1067, 869)
2020-03-03 16:32:31,778 P4, SM, Group, Movement, 0, True, (1071, 877)
2020-03-03 16:32:31,811 P4, SM, Group, Movement, 0, True, (1076, 882)
2020-03-03 16:32:31,844 P4, SM, Group, Movement, 0, True, (1080, 888)
2020-03-03 16:32:31,878 P4, SM, Group, Movement, 0, True, (1084, 896)
2020-03-03 16:32:31,913 P4, SM, Group, Movement, 0, True, (1085, 900)
2020-03-03 16:32:31,948 P4, SM, Group, Movement, 0, True, (1090, 908)
2020-03-03 16:32:31,948 P4, SM, Group, Movement, 0, True, (1090, 913)
2020-03-03 16:32:31,981 P4, SM, Group, Death, 0, False, (-500, -500)
2020-03-03 16:32:33,094 P4, SM, Group, Switch, 0, False, (-500, -500)
2020-03-03 16:32:33,094 P4, SM, Drag, Switch, 0, False, (-500, -500)
2020-03-03 16:32:34,002 P4, SM, Drag, Switch, 0, False, (-500, -500)
2020-03-03 16:32:34,003 P4, SM, Group, Switch, 0, False, (-500, -500)
2020-03-03 16:32:34,478 P4, SM, Group, Switch, 0, False, (-500, -500)
2020-03-03 16:32:34,478 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:35,222 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:35,231 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:35,871 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:35,872 P4, SM, Highlight, Switch, 0, False, (-500, -500)
2020-03-03 16:32:37,265 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:37,298 P4, SM, Highlight, Movement, 0, True, (94, 871)
2020-03-03 16:32:37,331 P4, SM, Highlight, Movement, 0, True, (93, 873)
2020-03-03 16:32:37,364 P4, SM, Highlight, Movement, 0, True, (94, 869)
2020-03-03 16:32:37,397 P4, SM, Highlight, Movement, 0, True, (92, 868)
2020-03-03 16:32:37,430 P4, SM, Highlight, Movement, 0, True, (92, 868)
2020-03-03 16:32:37,463 P4, SM, Highlight, Movement, 0, True, (90, 867)
2020-03-03 16:32:37,497 P4, SM, Highlight, Movement, 0, True, (92, 868)
2020-03-03 16:32:37,530 P4, SM, Highlight, Movement, 0, True, (92, 868)
2020-03-03 16:32:37,563 P4, SM, Highlight, Movement, 0, True, (92, 868)
2020-03-03 16:32:37,596 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:39,069 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:39,103 P4, SM, Highlight, Movement, 0, True, (1119, 622)
2020-03-03 16:32:39,142 P4, SM, Highlight, Movement, 0, True, (1121, 621)
2020-03-03 16:32:39,175 P4, SM, Highlight, Movement, 0, True, (1121, 619)
2020-03-03 16:32:39,175 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:39,375 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:39,408 P4, SM, Highlight, Movement, 0, True, (1091, 615)
2020-03-03 16:32:39,441 P4, SM, Highlight, Movement, 0, True, (1084, 612)
2020-03-03 16:32:39,474 P4, SM, Highlight, Movement, 0, True, (1084, 609)
2020-03-03 16:32:39,507 P4, SM, Highlight, Movement, 0, True, (1082, 610)
2020-03-03 16:32:39,540 P4, SM, Highlight, Movement, 0, True, (1082, 608)
2020-03-03 16:32:39,572 P4, SM, Highlight, Movement, 0, True, (1081, 605)
2020-03-03 16:32:39,606 P4, SM, Highlight, Movement, 0, True, (1080, 606)
2020-03-03 16:32:39,639 P4, SM, Highlight, Movement, 0, True, (1077, 606)
2020-03-03 16:32:39,672 P4, SM, Highlight, Movement, 0, True, (1077, 606)
2020-03-03 16:32:39,705 P4, SM, Highlight, Movement, 0, True, (1081, 605)
2020-03-03 16:32:39,738 P4, SM, Highlight, Movement, 0, True, (1081, 606)
2020-03-03 16:32:39,770 P4, SM, Highlight, Movement, 0, True, (1081, 606)
2020-03-03 16:32:39,804 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:40,639 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:40,672 P4, SM, Highlight, Movement, 0, True, (1856, 394)
2020-03-03 16:32:40,705 P4, SM, Highlight, Movement, 0, True, (1857, 392)
2020-03-03 16:32:40,738 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:41,580 P4, SM, Highlight, Movement, 0, True, (-500, -500)
2020-03-03 16:32:41,612 P4, SM, Highlight, Movement, 0, True, (1089, 631)
2020-03-03 16:32:41,649 P4, SM, Highlight, Movement, 0, True, (1094, 630)
2020-03-03 16:32:41,687 P4, SM, Highlight, Movement, 0, True, (1098, 628)
2020-03-03 16:32:41,725 P4, SM, Highlight, Movement, 0, True, (1099, 630)
2020-03-03 16:32:41,759 P4, SM, Highlight, Death, 0, False, (-500, -500)
2020-03-03 16:32:43,116 P4, SM, Highlight, Switch, 0, False, (-500, -500)
2020-03-03 16:32:43,116 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:43,684 P4, SM, Zoom, Switch, 0, False, (-500, -500)
2020-03-03 16:32:43,684 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:44,255 P4, SM, Pan, Switch, 0, False, (-500, -500)
2020-03-03 16:32:44,256 P4, SM, Group, Switch, 0, False, (-500, -500)
2020-03-03 16:32:45,880 P4, SM, Group, Movement, 0, True, (-500, -500)
2020-03-03 16:32:45,916 P4, SM, Group, Movement, 0, True, (1064, 567)
2020-03-03 16:32:45,949 P4, SM, Group, Movement, 0, True, (1061, 563)
2020-03-03 16:32:45,950 P4, SM, Group, Movement, 0, True, (1061, 549)
2020-03-03 16:32:46,019 P4, SM, Group, Movement, 0, True, (1061, 536)
2020-03-03 16:32:46,019 P4, SM, Group, Movement, 0, True, (1062, 532)
2020-03-03 16:32:46,052 P4, SM, Group, Movement, 0, True, (1061, 512)
2020-03-03 16:32:46,085 P4, SM, Group, Movement, 0, True, (1062, 504)
2020-03-03 16:32:46,118 P4, SM, Group, Movement, 0, True, (1059, 496)
2020-03-03 16:32:46,151 P4, SM, Group, Movement, 0, True, (1061, 493)
2020-03-03 16:32:46,246 P4, SM, Group, Movement, 0, True, (1059, 488)
2020-03-03 16:32:46,284 P4, SM, Group, Movement, 0, True, (1060, 486)
2020-03-03 16:32:46,323 P4, SM, Group, Movement, 0, True, (1062, 475)
2020-03-03 16:32:46,357 P4, SM, Group, Movement, 0, True, (1062, 475)
2020-03-03 16:32:46,391 P4, SM, Group, Movement, 0, True, (1065, 468)
2020-03-03 16:32:46,425 P4, SM, Group, Movement, 0, True, (1072, 462)
2020-03-03 16:32:46,425 P4, SM, Group, Movement, 0, True, (1076, 458)
2020-03-03 16:32:46,491 P4, SM, Group, Movement, 0, True, (1080, 454)
2020-03-03 16:32:46,524 P4, SM, Group, Movement, 0, True, (1088, 450)
2020-03-03 16:32:46,557 P4, SM, Group, Movement, 0, True, (1098, 444)
2020-03-03 16:32:46,591 P4, SM, Group, Movement, 0, True, (1106, 439)
2020-03-03 16:32:46,624 P4, SM, Group, Movement, 0, True, (1119, 436)
2020-03-03 16:32:46,657 P4, SM, Group, Movement, 0, True, (1126, 434)
2020-03-03 16:32:46,657 P4, SM, Group, Movement, 0, True, (1136, 431)
2020-03-03 16:32:46,690 P4, SM, Group, Movement, 0, True, (1146, 430)
2020-03-03 16:32:46,723 P4, SM, Group, Movement, 0, True, (1152, 427)
2020-03-03 16:32:46,757 P4, SM, Group, Movement, 0, True, (1161, 431)
2020-03-03 16:32:46,790 P4, SM, Group, Movement, 0, True, (1171, 430)
2020-03-03 16:32:46,823 P4, SM, Group, Movement, 0, True, (1180, 432)
2020-03-03 16:32:46,856 P4, SM, Group, Movement, 0, True, (1184, 432)
2020-03-03 16:32:46,891 P4, SM, Group, Movement, 0, True, (1192, 435)
2020-03-03 16:32:46,925 P4, SM, Group, Movement, 0, True, (1195, 434)
2020-03-03 16:32:46,958 P4, SM, Group, Movement, 0, True, (1200, 436)
2020-03-03 16:32:46,991 P4, SM, Group, Movement, 0, True, (1208, 436)
2020-03-03 16:32:47,023 P4, SM, Group, Movement, 0, True, (1212, 440)
2020-03-03 16:32:47,057 P4, SM, Group, Movement, 0, True, (1217, 439)
2020-03-03 16:32:47,090 P4, SM, Group, Movement, 0, True, (1224, 440)
2020-03-03 16:32:47,123 P4, SM, Group, Movement, 0, True, (1230, 444)
2020-03-03 16:32:47,156 P4, SM, Group, Movement, 0, True, (1237, 443)
2020-03-03 16:32:47,157 P4, SM, Group, Movement, 0, True, (1247, 446)
2020-03-03 16:32:47,189 P4, SM, Group, Movement, 0, True, (1256, 448)
2020-03-03 16:32:47,223 P4, SM, Group, Movement, 0, True, (1261, 450)
2020-03-03 16:32:47,257 P4, SM, Group, Movement, 0, True, (1268, 452)
2020-03-03 16:32:47,323 P4, SM, Group, Movement, 0, True, (1272, 453)
2020-03-03 16:32:47,323 P4, SM, Group, Movement, 0, True, (1274, 454)
2020-03-03 16:32:47,391 P4, SM, Group, Movement, 0, True, (1277, 454)
2020-03-03 16:32:47,425 P4, SM, Group, Movement, 0, True, (1281, 455)
2020-03-03 16:32:47,425 P4, SM, Group, Movement, 0, True, (1288, 456)
2020-03-03 16:32:47,492 P4, SM, Group, Movement, 0, True, (1290, 456)
2020-03-03 16:32:47,492 P4, SM, Group, Movement, 0, True, (1292, 453)
2020-03-03 16:32:47,525 P4, SM, Group, Movement, 0, True, (1294, 456)
2020-03-03 16:32:47,595 P4, SM, Group, Movement, 0, True, (1295, 458)
2020-03-03 16:32:47,633 P4, SM, Group, Movement, 0, True, (1298, 456)
2020-03-03 16:32:47,666 P4, SM, Group, Movement, 0, True, (1302, 456)
2020-03-03 16:32:47,700 P4, SM, Group, Movement, 0, True, (1306, 457)
2020-03-03 16:32:47,700 P4, SM, Group, Movement, 0, True, (1318, 456)
2020-03-03 16:32:47,733 P4, SM, Group, Movement, 0, True, (1327, 458)
2020-03-03 16:32:47,766 P4, SM, Group, Movement, 0, True, (1340, 453)
2020-03-03 16:32:47,833 P4, SM, Group, Movement, 0, True, (1357, 453)
2020-03-03 16:32:47,869 P4, SM, Group, Movement, 0, True, (1375, 453)
2020-03-03 16:32:47,902 P4, SM, Group, Death, 0, False, (-500, -500)
2020-03-03 16:32:47,969 P4, SM, Group, Movement, 0, True, (-500, -500)
2020-03-03 16:32:48,002 P4, SM, Group, Movement, 0, True, (1454, 462)
2020-03-03 16:32:48,037 P4, SM, Group, Movement, 0, True, (1470, 469)
2020-03-03 16:32:48,070 P4, SM, Group, Death, 0, False, (-500, -500)
2020-03-03 16:32:48,169 P4, SM, Group, Movement, 0, True, (-500, -500)
2020-03-03 16:32:48,202 P4, SM, Group, Movement, 0, True, (1560, 511)
2020-03-03 16:32:48,236 P4, SM, Group, Movement, 0, True, (1576, 522)
2020-03-03 16:32:48,269 P4, SM, Group, Movement, 0, True, (1593, 533)
2020-03-03 16:32:48,302 P4, SM, Group, Movement, 0, True, (1612, 550)
2020-03-03 16:32:48,335 P4, SM, Group, Movement, 0, True, (1626, 559)
2020-03-03 16:32:48,368 P4, SM, Group, Movement, 0, True, (1627, 564)
2020-03-03 16:32:48,401 P4, SM, Group, Movement, 0, True, (1637, 573)
2020-03-03 16:32:48,434 P4, SM, Group, Movement, 0, True, (1645, 581)
2020-03-03 16:32:48,467 P4, SM, Group, Movement, 0, True, (1652, 592)
2020-03-03 16:32:48,500 P4, SM, Group, Movement, 0, True, (1660, 602)
2020-03-03 16:32:48,532 P4, SM, Group, Movement, 0, True, (1666, 614)
2020-03-03 16:32:48,566 P4, SM, Group, Movement, 0, True, (1669, 622)
2020-03-03 16:32:48,600 P4, SM, Group, Movement, 0, True, (1677, 631)
2020-03-03 16:32:48,632 P4, SM, Group, Movement, 0, True, (1682, 648)
2020-03-03 16:32:48,665 P4, SM, Group, Movement, 0, True, (1686, 651)
